id,created,modified,account,city_name,census_number,rate,county_code,exemption_limit,discount_limit,discount,discount_type,message_for_rules_not_used_in_calculations,discount_hakka_text,exemption_hakka_text
4342,2021-11-04 14:44:34,2021-11-16 14:42:06,8011,Tárnokréti,804172,1.5,8,,,,,,,# 20 MFt és az alatti adóalap
4207,2021-11-04 14:44:34,2021-11-16 14:40:15,7891,Dör,821917,1.6,8,999999.0,,,,,,"# Mentes az iparűzési adó fizetési kötelezettség alól az a vállalkozó, akinek a vállalkozási szintű adóalapja az 1 millió forintot az adóévben nem érte el."
4197,2021-11-04 14:44:34,2021-11-16 14:39:47,7885,Bősárkány,815501,1.5,8,,,,,,,# 20 MFt és az alatti adóalap
3950,2021-11-04 14:44:34,2021-11-16 14:38:58,7650,Szirmabesenyő,509496,1.9,5,2000000.0,,,,,,"# Mentesül az iparűzési adó megfizetése alól az a vállalkozó, akinek a Htv. 39/C § (2) bekezdése szerint számított vállalkozási szintű adóalapja a 2.000.000.-Ft-ot nem haladja meg."
3337,2021-11-04 14:44:34,2021-11-16 14:37:01,7101,Mohács,223959,2.0,2,2400000.0,,,,,# 3 milliárd forint aktivált értékű beruházást üzembe helyezése és 75 fő új munkahely létesülése # 1 milliárd forint aktivált értékű beruházást üzembe helyezése és 25 fő új munkahely létesülése # 2 milliárd forint aktivált értékű beruházást üzembe helyezése és 50 fő új munkahely létesülése,"# a vállalkozási szintű adóalapja nem haladja meg a 2,4 millió Ft-ot # 4 milliárd forint aktivált értékű beruházást üzembe helyezése és 100 fő új munkahely létesülése"
6310,2021-11-04 14:44:34,2021-11-04 14:44:34,9770,Zebecke,2003726,2.0,20,2500000.0,,,,,,"# Mentes továbbá az iparűzési adó fizetése alól az a vállalkozó, akinek vagy amelynek a vállalkozási szintű adóalapja nem haladja meg a 2,5 millió Ft-ot."
6309,2021-11-04 14:44:34,2021-11-04 14:44:34,9769,Zalavég,2017057,2.0,20,,,,,,,
6308,2021-11-04 14:44:34,2021-11-04 14:44:34,9768,Zalavár,2013736,2.0,20,,,,,,,
6307,2021-11-04 14:44:34,2021-11-04 14:44:34,,Zalaújlak,2009380,0.0,20,,,,,,,
6306,2021-11-04 14:44:34,2021-11-04 14:44:34,9767,Zalatárnok,2029683,2.0,20,,,,,,,
6305,2021-11-04 14:44:34,2021-11-04 14:44:34,9766,Zalaszombatfa,2027562,2.0,20,,,,,,,
6304,2021-11-04 14:44:34,2021-11-04 14:44:34,9765,Zalaszentmihály,2018449,1.8,20,,,,,,,
6303,2021-11-04 14:44:34,2021-11-04 14:44:34,9764,Zalaszentmárton,2013091,2.0,20,500000.0,,,,,,"# Bevallási kötelezettség mellett nem kell a helyi iparűzési adót megfizetni annak a vállalkozónak, akinek/amelynek a vállalkozási szintű adóalapja az 500. 000 Ft-ot nem haladja meg."
6302,2021-11-04 14:44:34,2021-11-04 14:44:34,9763,Zalaszentlőrinc,2013301,1.8,20,,,,,,,
6301,2021-11-04 14:44:34,2021-11-04 14:44:34,9762,Zalaszentlászló,2007232,1.0,20,,,,,,,
6300,2021-11-04 14:44:34,2021-11-04 14:44:34,9761,Zalaszentjakab,2018096,1.6,20,,,,,,,
6299,2021-11-04 14:44:34,2021-11-04 14:44:34,9760,Zalaszentiván,2002608,2.0,20,,,,,,,
6298,2021-11-04 14:44:34,2021-11-04 14:44:34,9759,Zalaszentgyörgy,2033136,2.0,20,1000000.0,,,,,,"# (2) Az adómentesség, adókedvezmény csak azt a vállalkozót illeti meg, akinek/amelynek a Htv 39.§ (1) bekezdés, illetőleg a 39/A.§ vagy 39/B.§ alapján számított (vállalkozási szintű) adóalapja nem haladja meg az 1 millió Ft-ot. # (1) Adómentesség a Htv 3.§ (2) bekezdésében meghatározott adóalanyok részére állapítható meg."
6297,2021-11-04 14:44:34,2021-11-04 14:44:34,9758,Zalaszentgrót,2032522,2.0,20,,,,,,,
6296,2021-11-04 14:44:34,2021-11-04 14:44:34,9757,Zalaszentbalázs,2018564,1.5,20,,,,,,,
6295,2021-11-04 14:44:34,2021-11-04 14:44:34,9756,Zalaszántó,2033288,2.0,20,,,,,,,
6294,2021-11-04 14:44:34,2021-11-04 14:44:34,9755,Zalaszabar,2022947,2.0,20,,,,,,,
6293,2021-11-04 14:44:34,2021-11-04 14:44:34,,Zalasárszeg,2002972,0.0,20,,,,,,,
6292,2021-11-04 14:44:34,2021-11-04 14:44:34,9754,Zalamerenye,2031617,2.0,20,,,,,,,
6291,2021-11-04 14:44:34,2021-11-04 14:44:34,9753,Zalalövő,2030313,1.6,20,,,,,,,
6290,2021-11-04 14:44:34,2021-11-04 14:44:34,,Zalaköveskút,2018768,0.0,20,,,,,,,
6289,2021-11-04 14:44:34,2021-11-04 14:44:34,9752,Zalakomár,2010348,2.0,20,,,,,,,
6288,2021-11-04 14:44:34,2021-11-04 14:44:34,9751,Zalakaros,2011785,2.0,20,,1500000.0,25.0,0,,"# A vállalkozási szintű adóalapja nem haladja meg a 1,5 millió Ft-ot 25%-os adókedvezményre jogosúlt.",
6287,2021-11-04 14:44:34,2021-11-04 14:44:34,9750,Zalaistvánd,2012496,1.4,20,,,,,,,
6286,2021-11-04 14:44:34,2021-11-04 14:44:34,9749,Zalaigrice,2016896,2.0,20,,,,,,,
6285,2021-11-04 14:44:34,2021-11-04 14:44:34,9748,Zalaháshágy,2023834,1.0,20,,,,,,,
6284,2021-11-04 14:44:34,2021-11-04 14:44:34,9747,Zalaegerszeg,2032054,2.0,20,2000000.0,,,,,,"# Mentes a helyi iparűzési adó megfizetése alól az a vállalkozó, akinek/amelynek a helyi adókról szóló törvény alapján szmított vállalkozási szintű adóalapja nem haladja meg a 2 millió Ft-ot."
6283,2021-11-04 14:44:34,2021-11-04 14:44:34,9746,Zalacséb,2002486,2.0,20,,,,,,,
6282,2021-11-04 14:44:34,2021-11-04 14:44:34,9745,Zalacsány,2004002,2.0,20,,,,,,,
6281,2021-11-04 14:44:34,2021-11-04 14:44:34,,Zalaboldogfa,2028495,0.0,20,,,,,,,
6280,2021-11-04 14:44:34,2021-11-04 14:44:34,9744,Zalabér,2024280,2.0,20,,,,,,,
6279,2021-11-04 14:44:34,2021-11-04 14:44:34,9743,Zalabaksa,2007579,2.0,20,,,,,,,
6278,2021-11-04 14:44:34,2021-11-04 14:44:34,9742,Zalaapáti,2017400,1.5,20,,,,,,,
6277,2021-11-04 14:44:34,2021-11-04 14:44:34,9741,Zajk,2024590,2.0,20,,,,,,,
6276,2021-11-04 14:44:34,2021-11-04 14:44:34,,Vöckönd,2008369,0.0,20,,,,,,,
6275,2021-11-04 14:44:34,2021-11-04 14:44:34,9740,Vonyarcvashegy,2012919,2.0,20,,,,,,,
6274,2021-11-04 14:44:34,2021-11-04 14:44:34,9739,Vindornyaszőlős,2011800,2.0,20,,,,,,,
6273,2021-11-04 14:44:34,2021-11-04 14:44:34,9738,Vindornyalak,2006549,2.0,20,,,,,,,
6272,2021-11-04 14:44:34,2021-11-04 14:44:34,9737,Vindornyafok,2032142,2.0,20,,,,,,,
6271,2021-11-04 14:44:34,2021-11-04 14:44:34,9736,Vaspör,2014322,0.5,20,600000.0,,,,,,"# Mentes a helyi iparűzési adó megfizetése alól az a vállalkozó, akinek/amelynek a helyi adókról szóló törvény alapján számított (vállalkozási szintű) adóalapja nem haladja meg a 600.000 Ft-ot."
6270,2021-11-04 14:44:34,2021-11-04 14:44:34,9735,Vasboldogasszony,2010302,1.0,20,1499999.0,,,,,,
6269,2021-11-04 14:44:34,2021-11-04 14:44:34,9734,Várvölgy,2014182,2.0,20,,,,,,,
6268,2021-11-04 14:44:34,2021-11-04 14:44:34,9733,Várfölde,2002529,1.8,20,,,,,,,
6266,2021-11-04 14:44:34,2021-11-04 14:44:34,9732,Valkonya,2026268,2.0,20,,,,,,,
6265,2021-11-04 14:44:34,2021-11-04 14:44:34,9731,Újudvar,2032197,1.5,20,2500000.0,,,,,,
6264,2021-11-04 14:44:34,2021-11-04 14:44:34,9730,Türje,2012609,2.0,20,,,,,,,
6263,2021-11-04 14:44:34,2021-11-04 14:44:34,9729,Tótszerdahely,2025113,2.0,20,,,,,,,
6262,2021-11-04 14:44:34,2021-11-04 14:44:34,9728,Tótszentmárton,2016382,1.3,20,,,,,,,
6261,2021-11-04 14:44:34,2021-11-04 14:44:34,9727,Tornyiszentmiklós,2032638,2.0,20,,,,,,,
6260,2021-11-04 14:44:34,2021-11-04 14:44:34,9726,Tormafölde,2004969,1.5,20,,,,,,,
6259,2021-11-04 14:44:34,2021-11-04 14:44:34,9725,Tófej,2005342,2.0,20,2499999.0,,,,,,"# vállalkozás szintű adóalap a 2,5 millió Ft-ot nem érheti el"
6258,2021-11-04 14:44:34,2021-11-04 14:44:34,,Tilaj,2027951,0.0,20,,,,,,,
6257,2021-11-04 14:44:34,2021-11-04 14:44:34,9724,Teskánd,2008828,2.0,20,,,,,,,
6256,2021-11-04 14:44:34,2021-11-04 14:44:34,9723,Tekenye,2024703,2.0,20,,,,,,,
6255,2021-11-04 14:44:34,2021-11-04 14:44:34,9722,Szilvágy,2017853,2.0,20,,,,,,,
6254,2021-11-04 14:44:34,2021-11-04 14:44:34,9721,Szijártóháza,2026161,2.0,20,,,,,,,
6253,2021-11-04 14:44:34,2021-11-04 14:44:34,9720,Szepetnek,2007700,2.0,20,,,,,,,
6252,2021-11-04 14:44:34,2021-11-04 14:44:34,9719,Szentpéterúr,2011165,2.0,20,,,,,,,
6251,2021-11-04 14:44:34,2021-11-04 14:44:34,9718,Szentpéterfölde,2030067,1.5,20,,,,,,,
6250,2021-11-04 14:44:34,2021-11-04 14:44:34,9717,Szentmargitfalva,2014225,1.0,20,,,,,,,
6249,2021-11-04 14:44:34,2021-11-04 14:44:34,9716,Szentliszló,2008615,1.2,20,,,,,,,
6248,2021-11-04 14:44:34,2021-11-04 14:44:34,9715,Szentkozmadombja,2003124,1.5,20,,,,,,,
6247,2021-11-04 14:44:34,2021-11-04 14:44:34,9714,Szentgyörgyvölgy,2018652,1.4,20,,,,,,,
6246,2021-11-04 14:44:34,2021-11-04 14:44:34,9713,Szentgyörgyvár,2023126,2.0,20,,,,,,,
6245,2021-11-04 14:44:34,2021-11-04 14:44:34,9712,Szécsisziget,2011554,2.0,20,,,,,,,
6244,2021-11-04 14:44:34,2021-11-04 14:44:34,9711,Szalapa,2020543,1.7,20,,,,,,,
6243,2021-11-04 14:44:34,2021-11-04 14:44:34,9710,Sümegcsehi,2021397,2.0,20,,,,,,,
6242,2021-11-04 14:44:34,2021-11-04 14:44:34,,Surd,2002404,0.0,20,,,,,,,
6241,2021-11-04 14:44:34,2021-11-04 14:44:34,9709,Söjtör,2019080,1.8,20,,,,,,,
6240,2021-11-04 14:44:34,2021-11-04 14:44:34,9708,Sormás,2006567,1.7,20,2500000.0,,,,,,
6239,2021-11-04 14:44:34,2021-11-04 14:44:34,,Sénye,2014085,0.0,20,,,,,,,
6237,2021-11-04 14:44:34,2021-11-04 14:44:34,9707,Sármellék,2014906,2.0,20,,,,,,,
6236,2021-11-04 14:44:34,2021-11-04 14:44:34,9706,Sárhida,2008101,2.0,20,,,,,,,
6235,2021-11-04 14:44:34,2021-11-04 14:44:34,,Sand,2015556,0.0,20,,,,,,,
6234,2021-11-04 14:44:34,2021-11-04 14:44:34,9705,Salomvár,2027720,2.0,20,,,,,,,
6233,2021-11-04 14:44:34,2021-11-04 14:44:34,9704,Rigyác,2024138,2.0,20,,,,,,,
6232,2021-11-04 14:44:34,2021-11-04 14:44:34,9703,Rezi,2023898,2.0,20,,,,,,,
6231,2021-11-04 14:44:34,2021-11-04 14:44:34,9702,Resznek,2017118,2.0,20,,,,,,,
6230,2021-11-04 14:44:34,2021-11-04 14:44:34,9701,Rédics,2031592,2.0,20,,,,,,,
6229,2021-11-04 14:44:34,2021-11-04 14:44:34,9700,Ramocsa,2014298,2.0,20,,,,,,,
6228,2021-11-04 14:44:34,2021-11-04 14:44:34,9699,Pusztaszentlászló,2026639,2.0,20,,2500000.0,0.5,0,,"# Azon vállalkozók, akiknek vállalkozás szintű adóalapja nem haladja meg a 2,5 millió forintot, az adó mértékéből 0.5% kedvezményben részelsülnek.",
6227,2021-11-04 14:44:34,2021-11-04 14:44:34,9698,Pusztamagyaród,2006530,1.0,20,2500000.0,,,,,,# Mentes a helyi iparűzési adó megfizetésének kötelezettsége alól az a vállalkozó akinek/amelynek a vállalkozási szintű iparűzési adóalapja az adott évben nem haladja meg a 2. 5 millió forintot.
6226,2021-11-04 14:44:34,2021-11-04 14:44:34,9697,Pusztaederics,2027465,2.0,20,2499999.0,,,,,"# vállalkozás szintű adóalap a 2,5 millió Ft-ot nem érheti el",
6225,2021-11-04 14:44:34,2021-11-04 14:44:34,9696,Pusztaapáti,2016920,2.0,20,,,,,,,
6224,2021-11-04 14:44:34,2021-11-04 14:44:34,9695,Pötréte,2024660,2.0,20,,,,,,,
6223,2021-11-04 14:44:34,2021-11-04 14:44:34,9694,Pördefölde,2032513,1.0,20,600000.0,,,,,,"# A képviselő-testület 100 %-os adómentességben részesíti azt a vállalkozót, akinek/amelynek az 1990.évi C. törvény alapján számított (vállalkozás szintű) adóalapja nem haladja meg a 600.000 Ft-ot."
6222,2021-11-04 14:44:34,2021-11-04 14:44:34,,Pölöskefő,2031112,0.0,20,,,,,,,
6221,2021-11-04 14:44:34,2021-11-04 14:44:34,9693,Pölöske,2009867,1.8,20,,,,,,,
6220,2021-11-04 14:44:34,2021-11-04 14:44:34,9692,Pórszombat,2016850,2.0,20,,,,,,,
6219,2021-11-04 14:44:34,2021-11-04 14:44:34,9691,Pókaszepetk,2021050,1.6,20,,,,,,,
6218,2021-11-04 14:44:34,2021-11-04 14:44:34,9690,Petrivente,2030757,0.8,20,,,,,,,
6217,2021-11-04 14:44:34,2021-11-04 14:44:34,9689,Petrikeresztúr,2019178,2.0,20,,,,,,,
6216,2021-11-04 14:44:34,2021-11-04 14:44:34,9688,Pethőhenye,2005704,1.8,20,,,,,,,
6215,2021-11-04 14:44:34,2021-11-04 14:44:34,,Pat,2029656,0.0,20,,,,,,,
6213,2021-11-04 14:44:34,2021-11-04 14:44:34,9686,Pakod,2024271,2.0,20,,,,,,,
6212,2021-11-04 14:44:34,2021-11-04 14:44:34,9685,Páka,2029160,1.4,20,600000.0,,,,,,"# A képviselő-testület 100 %-os adómentességben részesíti azt a vállalkozót, akinek/amelynek az 1990.évi C. törvény alapján számított (vállalkozás szintű) adóalapja nem haladja meg a 600.000 Ft-ot."
6211,2021-11-04 14:44:34,2021-11-04 14:44:34,,Padár,2024776,0.0,20,,,,,,,
6210,2021-11-04 14:44:34,2021-11-04 14:44:34,9684,Pacsa,2031741,2.0,20,,,,,,,
6209,2021-11-04 14:44:34,2021-11-04 14:44:34,9683,Ozmánbük,2018953,2.0,20,,,,,,,
6208,2021-11-04 14:44:34,2021-11-04 14:44:34,9682,Ortaháza,2004950,2.0,20,2500000.0,,,,,"# A képviselő-testület 100 %-os adómentességben részesíti azt a vállalkozót, akinek/amelynek az 1990.évi C. törvény alapján számított (vállalkozás szintű) adóalapja nem haladja meg a 2.500.000 Ft-ot.",
6207,2021-11-04 14:44:34,2021-11-04 14:44:34,16786,Orosztony,2025052,1.0,20,,,,,,,
6206,2021-11-04 14:44:34,2021-11-04 14:44:34,9681,Ormándlak,2022497,2.0,20,,,,,,,
6205,2021-11-04 14:44:34,2021-11-04 14:44:34,9680,Orbányosfa,2020835,2.0,20,,,,,,,
6204,2021-11-04 14:44:34,2021-11-04 14:44:34,9679,Oltárc,2025478,1.2,20,,,,,,,
6203,2021-11-04 14:44:34,2021-11-04 14:44:34,9678,Óhíd,2027775,1.7,20,,,,,,,
6202,2021-11-04 14:44:34,2021-11-04 14:44:34,9677,Nova,2003355,2.0,20,,,,,,,
6201,2021-11-04 14:44:34,2021-11-04 14:44:34,9676,Németfalu,2025414,1.0,20,,,,,,,
6200,2021-11-04 14:44:34,2021-11-04 14:44:34,9675,Nemesszentandrás,2008059,1.5,20,,,,,,,
6199,2021-11-04 14:44:34,2021-11-04 14:44:34,9674,Nemessándorháza,2025609,2.0,20,2500000.0,,,,,,"# Mentes az iparűzési adó megfizetése alól az a vállalkozó, akinek/amelynek a vállalkozási szintű adóalapja nem haladja meg a 2,5 millió forintot."
6198,2021-11-04 14:44:34,2021-11-04 14:44:34,9673,Nemesrádó,2018023,2.0,20,,,,,,,
6197,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nemespátró,2019859,0.0,20,,,,,,,
6196,2021-11-04 14:44:34,2021-11-04 14:44:34,9672,Nemesnép,2032665,1.5,20,,,,,,,
6195,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nemeshetés,2007658,0.0,20,,,,,,,
6194,2021-11-04 14:44:34,2021-11-04 14:44:34,9671,Nemesbük,2032948,0.5,20,,,,,,,
6193,2021-11-04 14:44:34,2021-11-04 14:44:34,9670,Nemesapáti,2006169,2.0,20,,,,,,,
6192,2021-11-04 14:44:34,2021-11-04 14:44:34,16782,Nagyrécse,2014979,1.0,20,,,,,,,
6191,2021-11-04 14:44:34,2021-11-04 14:44:34,9669,Nagyrada,2016513,1.5,20,,,,,,,
6190,2021-11-04 14:44:34,2021-11-04 14:44:34,,Nagypáli,2028468,0.0,20,,,,,,,
6189,2021-11-04 14:44:34,2021-11-04 14:44:34,9668,Nagylengyel,2004455,2.0,20,,,,,,,
6188,2021-11-04 14:44:34,2021-11-04 14:44:34,9667,Nagykutas,2022178,2.0,20,,,,,,,
6187,2021-11-04 14:44:34,2021-11-04 14:44:34,9666,Nagykapornak,2020589,2.0,20,,,,,,,
6186,2021-11-04 14:44:34,2021-11-04 14:44:34,9665,Nagykanizsa,2030933,2.0,101,2000000.0,,,,,,"# Mentes a helyi iparűzési adó megfizetésének kötelezettsége alól az a vállalkozó, akinek/amelynek a vállalkozási szintű iparűzési adóala pja nem haladja meg a 2 millió forintot."
6185,2021-11-04 14:44:34,2021-11-04 14:44:34,16781,Nagygörbő,2005218,1.0,20,,,,,"Mentes a helyi iparűzési adó alól az a vállalkozó, akinek állandó lakóhelye, tartózkodási helye Nagygörbő településen van.",,"# Mentes a helyi iparűzési adó alól az a vállalkozó, akinek állandó lakóhelye, tartózkodási helye Nagygörbő településen van."
6184,2021-11-04 14:44:34,2021-11-04 14:44:34,16054,Nagybakónak,2012760,2.0,20,1000000.0,,,,,,"# Mentes a helyi iparűzési adó fizetése alól az a vállalkozó, akinek/amelynek a helyi adókról szóló törvény alapján számított vállalkozási szintű adóalapja nem haladja meg az 1 millió Ft-ot"
6183,2021-11-04 14:44:34,2021-11-04 14:44:34,9664,Muraszemenye,2033987,2.0,20,,,,,,,
6182,2021-11-04 14:44:34,2021-11-04 14:44:34,,Murarátka,2007968,0.0,20,,,,,,,
6181,2021-11-04 14:44:34,2021-11-04 14:44:34,9663,Murakeresztúr,2025210,2.0,20,,,,,,,
6180,2021-11-04 14:44:34,2021-11-04 14:44:34,9662,Molnári,2021014,2.0,20,,,,,,,
6179,2021-11-04 14:44:34,2021-11-04 14:44:34,9661,Misefa,2004756,1.0,20,,,,,,,
6177,2021-11-04 14:44:34,2021-11-04 14:44:34,9659,Mikekarácsonyfa,2022141,2.0,20,1000000.0,,,,,,"# Mentes a helyi iparűzési adó fizetése alól az a vállalkozó, akinek/amelynek a helyi adókról szóló törvény alapján számított vállalkozási szintű adóalapja nem haladja meg az 1 millió Ft-ot."
6176,2021-11-04 14:44:34,2021-11-04 14:44:34,9658,Mihályfa,2002130,2.0,20,,,,,,,
6174,2021-11-04 14:44:34,2021-11-04 14:44:34,9657,Márokföld,2031981,2.0,20,,,,,,,
6173,2021-11-04 14:44:34,2021-11-04 14:44:34,9656,Maróc,2002103,2.0,20,1500000.0,2500000.0,50.0,0,,"# Az a vállalkozó akinek az éves vállalkozói szintű adóalapja a 2,5 millió Ft-ot nem haladja meg, az adott évben kiszámított iparűzési adóból 50 %-os kedvezményben részesül","# Mentes továbbá az iparűzési adó fizetése alól az a vállalkozó, akinek vagy amelynek a vállalkozási szintű adóalapja nem haladja meg a 1,5 millió Ft-ot"
6172,2021-11-04 14:44:34,2021-11-04 14:44:34,9655,Magyarszerdahely,2013064,2.0,20,2500000.0,,,,,,"# Adómentes az a vállakozó, akinek a HTV 39.§.-/1/ bekezdése, 39/A.§. Vagy 39/B.§. alapján számított /vállakozási sznt/ adóalapja nem haladja meg a 2,5 millió forintot."
6171,2021-11-04 14:44:34,2021-11-04 14:44:34,9654,Magyarszentmiklós,2002909,2.0,20,2500000.0,,,,,,
6170,2021-11-04 14:44:34,2021-11-04 14:44:34,,Magyarföld,2008916,0.0,20,,,,,,,
6169,2021-11-04 14:44:34,2021-11-04 14:44:34,9653,Lovászi,2028167,2.0,20,999999.0,,,,,,
6168,2021-11-04 14:44:34,2021-11-04 14:44:34,9652,Liszó,2025025,2.0,20,,,,,,,
6167,2021-11-04 14:44:34,2021-11-04 14:44:34,9651,Lispeszentadorján,2010889,2.0,20,1500000.0,2500000.0,50.0,0,,"# Az a vállalkozó akinek az éves vállalkozói szintű adóalapja a 2,5 millió Ft-ot nem haladja meg, az adott évben kiszámított iparűzési adóból 50 %-os kedvezményben részesül","# Mentes továbbá az iparűzési adó fizetése alól az a vállalkozó, akinek vagy amelynek a vállalkozási szintű adóalapja nem haladja meg a 1,5 millió Ft-ot"
6166,2021-11-04 14:44:34,2021-11-04 14:44:34,,Ligetfalva,2028200,0.0,20,,,,,,,
6165,2021-11-04 14:44:34,2021-11-04 14:44:34,9650,Lickóvadamos,2003054,2.0,20,,,,,,,
6164,2021-11-04 14:44:34,2021-11-04 14:44:34,9649,Letenye,2012122,2.0,20,400000.0,,,,,,# vállalkozási szintű helyi iparűzési adó alap nem haladja meg a 400 ezer forintot
6163,2021-11-04 14:44:34,2021-11-04 14:44:34,9648,Lenti,2012575,2.0,20,1000000.0,,,,,,"# Mentes az iparűzési adó fizetése alól az a a vállalkozó, akinek vagy amelynek a vállalkozási szintű adóalapja nem haladja meg a 1 millió forintot."
6162,2021-11-04 14:44:34,2021-11-04 14:44:34,9647,Lendvajakabfa,2011475,2.0,20,,,,,,,
6161,2021-11-04 14:44:34,2021-11-04 14:44:34,9646,Lendvadedes,2027483,2.0,20,,,,,,,
6160,2021-11-04 14:44:34,2021-11-04 14:44:34,,Lasztonya,2003434,0.0,20,,,,,,,
6159,2021-11-04 14:44:34,2021-11-04 14:44:34,9645,Lakhegy,2033792,1.0,20,999999.0,,,,,,# 1 millió Ft-ot el nem érő vállalkozás szintű adóalap
6158,2021-11-04 14:44:34,2021-11-04 14:44:34,9644,Külsősárd,2032221,2.0,20,,,,,,,
6157,2021-11-04 14:44:34,2021-11-04 14:44:34,9643,Kustánszeg,2019479,2.0,20,,,,,,,
6156,2021-11-04 14:44:34,2021-11-04 14:44:34,9642,Kozmadombja,2013082,1.0,20,,,,,,,
6155,2021-11-04 14:44:34,2021-11-04 14:44:34,9641,Kissziget,2013055,1.5,20,1000000.0,,,,,,"# Mentes továbbá az iparűzési adó fizetése alól az a vállalkozó, akinek vagy amelynek a vállalkozási szintű adóalapja nem haladja meg az 1 millió Ft-ot."
6154,2021-11-04 14:44:34,2021-11-04 14:44:34,9640,Kisvásárhely,2016364,1.0,20,,,,,,,
6153,2021-11-04 14:44:34,2021-11-04 14:44:34,9639,Kistolmács,2020941,1.5,20,,,,,,,
